metarow	metacol	Column	Row	Name	ID	F635.Median.M1K3.1	F532.Median.M1K3.1	Flags.M1K3.1	F635.Median.M1K3.2	F532.Median.M1K3.2	Flags.M1K3.2	F635.Median.M1K5.1	F532.Median.M1K5.1	Flags.M1K5.1	F635.Median.M1K5.2	F532.Median.M1K5.2	Flags.M1K5.2	F635.Median.M2K3.1	F532.Median.M2K3.1	Flags.M2K3.1	F635.Median.M2K3.2	F532.Median.M2K3.2	Flags.M2K3.2	F635.Median.M2K5.1	F532.Median.M2K5.1	Flags.M2K5.1	F635.Median.M2K5.2	F532.Median.M2K5.2	Flags.M2K5.2	F635.Median.M3K3.1	F532.Median.M3K3.1	Flags.M3K3.1	F635.Median.M3K3.2	F532.Median.M3K3.2	Flags.M3K3.2	F635.Median.M3K5.1	F532.Median.M3K5.1	Flags.M3K5.1	F635.Median.M3K5.2	F532.Median.M3K5.2	Flags.M3K5.2	F635.Median.M4K3.1	F532.Median.M4K3.1	Flags.M4K3.1	F635.Median.M4K3.2	F532.Median.M4K3.2	Flags.M4K3.2	F635.Median.M4K5.1	F532.Median.M4K5.1	Flags.M4K5.1	F635.Median.M4K5.2	F532.Median.M4K5.2	Flags.M4K5.2	F635.Median.M5K3.1	F532.Median.M5K3.1	Flags.M5K3.1	F635.Median.M5K3.2	F532.Median.M5K3.2	Flags.M5K3.2	F635.Median.M5K5.1	F532.Median.M5K5.1	Flags.M5K5.1	F635.Median.M5K5.2	F532.Median.M5K5.2	Flags.M5K5.2	F635.Median.M6K3.1	F532.Median.M6K3.1	Flags.M6K3.1	F635.Median.M6K3.2	F532.Median.M6K3.2	Flags.M6K3.2	F635.Median.M6K5.1	F532.Median.M6K5.1	Flags.M6K5.1	F635.Median.M6K5.2	F532.Median.M6K5.2	Flags.M6K5.2
1	1	12	 3	AI327322	574398	  878	  699	  0	  772	  589	  0	  554	 1075	  0	  701	 1181	  0	 1293	  951	  0	 1102	  840	  0	  750	 1198	  0	  231	  454	  0	  719	  829	  0	  515	  517	  0	 1336	 2169	  0	  448	  984	  0	  595	  562	  0	 1018	  926	  0	  459	 1087	  0	  584	 1047	  0	 2263	 2812	  0	 1535	 1650	  0	  818	  963	  0	  802	  923	  0	 1080	 1448	  0	  773	 1080	  0	  831	  959	  0	  865	 1154	  0
1	1	13	 3	AI323629	575488	  555	  472	  0	  469	  412	  0	  382	  681	  0	  463	  753	  0	  865	  584	  0	  921	  753	  0	  485	  788	  0	  188	  404	  0	  573	  551	  0	  400	  380	  0	  807	 1516	  0	  334	  865	  0	  400	  366	  0	  564	  549	  0	  332	  811	  0	  399	  785	  0	 1284	 1321	  0	  790	  687	  0	  282	  530	  0	  410	  625	  0	  538	  572	  0	  329	  362	  0	  607	  820	  0	  645	  847	  0
1	1	14	 3	AI323666	577063	  797	  309	  0	  794	  286	  0	  219	 1085	  0	  274	 1310	  0	 1386	  407	  0	 1506	  500	  0	  295	 1271	  0	  101	  429	  0	  861	  515	  0	  589	  394	  0	  634	 2182	  0	  228	 1016	  0	  674	  342	  0	  979	  459	  0	  219	 1085	  0	  320	 1188	  0	 2363	 1044	  0	 1071	  398	  0	  193	  616	  0	  291	  687	  0	  810	  574	  0	  552	  339	  0	  399	  715	  0	  489	  844	  0
1	1	15	 3	AI573425	577795	  736	  164	  0	  239	   69	-50	  113	 1148	  0	  154	 1518	  0	 1430	  216	  0	 1511	  213	  0	  142	 1267	  0	   89	  489	  0	  804	  356	  0	  517	  262	  0	  258	 2147	  0	   91	 1009	  0	  513	  268	  0	  799	  268	  0	  122	  962	  0	  181	 1012	  0	 2472	  667	  0	 1085	  219	  0	  126	  586	  0	  394	  882	  0	 1049	  622	  0	  625	  396	  0	  731	 1125	  0	  490	  865	  0
1	1	16	 3	AI325468	578188	  276	  103	-50	  277	   88	-50	   77	  267	-50	  132	  367	  0	  623	  218	  0	  318	  178	  0	  284	  568	  0	   73	  296	-50	  733	  551	  0	  687	  568	  0	  351	 1216	  0	  330	 1044	  0	  474	  413	  0	 1017	  571	  0	   81	  518	-50	  101	  496	-50	  279	  153	  0	  187	  138	  0	  415	  813	  0	  757	  963	  0	  239	  284	  0	  112	  103	-50	   68	  205	-50	  752	  958	  0
1	1	17	 3	AI325913	581966	 1133	 2274	  0	 1157	 2274	  0	 1941	 1759	  0	 2553	 2085	  0	 2135	 3785	  0	 1896	 3848	  0	 2258	 1805	  0	  611	  697	  0	 1200	 2334	  0	  766	 1289	  0	 4527	 2668	  0	  945	  932	  0	  860	 1207	  0	 1213	 1784	  0	 1422	 1312	  0	 2368	 1714	  0	 2223	 4964	  0	 1637	 2917	  0	  732	  737	  0	  878	  896	  0	 1027	 1819	  0	  595	 1090	  0	  954	  936	  0	  785	  926	  0
1	1	18	 3	AI325927	582437	  302	  259	  0	  275	  162	-50	  158	  324	  0	  158	  348	  0	  473	  201	-50	  304	  166	-50	  147	  283	  0	  102	  311	-50	  255	  362	  0	  215	  294	  0	  201	  827	-50	   79	  541	-50	  204	  302	  0	  225	  324	  0	  145	  615	  0	  248	  620	  0	  669	  932	  0	  397	  432	  0	  288	  502	  0	  343	  684	  0	  520	  584	  0	  305	  343	  0	  389	  626	  0	  452	  870	  0
1	1	19	 3	AI528519	582886	 4695	  525	  0	 4243	  383	  0	  292	 7474	  0	  368	 9873	  0	 8169	  538	  0	 7547	  439	  0	  380	 8506	  0	  135	 1881	  0	 5218	  508	  0	 3107	  398	  0	  683	11362	  0	  161	 3006	  0	 3022	  330	  0	 5457	  403	  0	  291	 4004	  0	  353	 4743	  0	11076	  980	  0	 8554	  407	  0	  399	 3079	  0	  461	 3138	  0	 3427	  509	  0	 2195	  322	  0	  362	 2256	  0	  433	 1969	  0
1	1	 1	 4	AI528526	583084	  709	  604	  0	  589	  495	  0	  657	  955	  0	  689	  909	  0	 1298	 1163	  0	 1173	 1393	  0	  977	 1003	  0	  174	  372	  0	  921	  934	  0	  621	  559	  0	  919	 1409	  0	  139	  605	  0	  484	  485	  0	  416	  434	  0	  619	  987	  0	  890	 1074	  0	 1607	 1380	  0	  918	  626	  0	  923	 1479	  0	  728	 1005	  0	 1113	 1150	  0	  512	  448	  0	  750	 1203	  0	 1164	 1660	  0
1	1	 2	 4	AI325964	583512	 6579	 4798	  0	 5200	 3526	  0	 3461	 6482	  0	 4309	 7463	  0	 6841	 4445	  0	 9675	 6660	  0	 3040	 5523	  0	 1163	 2469	  0	 5456	 5241	  0	 4009	 3384	  0	 6484	 9532	  0	  808	 1796	  0	 4935	 3341	  0	 5538	 3646	  0	 3213	 6361	  0	 3703	 5319	  0	 9978	 7971	  0	 5782	 4021	  0	 1534	 3054	  0	 1045	 1745	  0	 3256	 3052	  0	 1881	 1736	  0	 1088	 1838	  0	 1924	 2933	  0
1	1	 3	 4	AI326106	583832	  531	  357	  0	  486	  348	  0	  268	  529	  0	  329	  556	  0	  833	  663	  0	 1526	 1289	  0	  369	  636	  0	  282	  615	  0	  521	  665	  0	 1078	 1150	  0	  632	 1083	  0	  286	  719	  0	  372	  404	  0	  513	  557	  0	  220	  595	-50	  569	  783	  0	  530	  656	  0	  462	  443	  0	  947	 1347	  0	  753	 1180	  0	  420	  434	  0	 1482	 1117	  0	 2049	 2576	  0	 2165	 2632	  0
1	1	 4	 4	AI326170	608660	 2963	 3873	  0	 2178	 2540	  0	 2465	 3665	  0	 2936	 4052	  0	 3220	 3985	  0	 3262	 4338	  0	 2468	 3369	  0	  954	 1687	  0	 2885	 3849	  0	 1899	 2229	  0	 4331	 4462	  0	 1582	 2149	  0	 2073	 2109	  0	 2421	 2389	  0	 1798	 2696	  0	 2387	 2950	  0	 2264	 3352	  0	 1463	 1710	  0	  941	 1544	  0	  795	 1207	  0	 1849	 2423	  0	 1040	 1433	  0	 1142	 1483	  0	 1050	 1418	  0
1	1	 5	 4	AI325230	608768	  509	  443	  0	  467	  376	  0	  337	  549	  0	  336	  528	  0	  626	  383	  0	  585	  457	  0	  412	  553	  0	  143	  319	  0	  471	  690	  0	  445	  548	  0	  577	 1046	  0	  249	  735	  0	  289	  337	  0	  340	  399	  0	  237	  656	  0	  466	  795	  0	  716	  837	  0	  326	  376	  0	  465	  782	  0	  501	  818	  0	  679	  754	  0	  443	  429	  0	  524	  764	  0	  937	 1309	  0
1	1	 6	 4	AI324671	616239	 8966	 6960	  0	 6525	 4716	  0	 5110	 9536	  0	 5748	 9536	  0	 7917	 6292	  0	 8558	 6889	  0	 4340	 7671	  0	 1517	 2800	  0	 5993	 5750	  0	 4638	 3657	  0	 8177	10681	  0	 2384	 3823	  0	 4728	 3347	  0	 5733	 4169	  0	 3333	 5992	  0	 3870	 5479	  0	 5951	 5442	  0	 4624	 3470	  0	 1656	 3446	  0	 1155	 2134	  0	 3181	 3130	  0	 1965	 1958	  0	 1513	 2501	  0	 1087	 2043	  0
1	1	 7	 4	AI324697	616400	 1303	 1143	  0	  994	  796	  0	  783	 1836	  0	  846	 1773	  0	 1531	 1275	  0	 1737	 1642	  0	  924	 1811	  0	  325	  912	  0	 1072	 1111	  0	  692	  660	  0	 1531	 2215	  0	  637	 1266	  0	  599	  494	  0	 1031	  794	  0	  496	 1185	  0	  653	 1176	  0	 2097	 2400	  0	  959	  949	  0	  542	 1060	  0	  475	  803	  0	  900	  945	  0	  410	  483	  0	  432	  797	  0	  560	  996	  0
1	1	 8	 4	AI323814	619051	 2512	 2718	  0	 1883	 1964	  0	 2328	 3006	  0	 2704	 3494	  0	 3212	 3288	  0	 3684	 3989	  0	 2567	 2934	  0	  423	  766	  0	 2872	 3732	  0	 1891	 2076	  0	 5379	 5024	  0	  831	 1471	  0	 1848	 1671	  0	 1968	 1903	  0	 1698	 2352	  0	 2424	 2514	  0	 2875	 4416	  0	 2147	 2841	  0	 1379	 1685	  0	  904	 1145	  0	 1222	 1903	  0	  710	  979	  0	 1036	 1198	  0	  737	 1085	  0
1	1	 9	 4	AI324044	635541	 1246	 1906	  0	  962	 1523	  0	 1696	 1583	  0	 2078	 1712	  0	 1794	 2434	  0	 1866	 2960	  0	 1877	 1506	  0	  464	  572	  0	 1130	 2178	  0	  704	 1149	  0	 3586	 2482	  0	  686	  945	  0	  829	 1274	  0	 1222	 1914	  0	 1222	 1273	  0	 1627	 1292	  0	 2664	 5550	  0	 1245	 2167	  0	  660	  921	  0	  586	  715	  0	  861	 1641	  0	  492	  976	  0	  581	  639	  0	  879	 1069	  0
1	1	10	 4	AI414495	313054	12993	  252	  0	 9259	  180	  0	  182	14287	  0	  244	17412	  0	13574	  286	  0	14569	  405	  0	  267	14164	  0	  105	 8619	  0	 9967	  497	  0	 6364	  362	  0	  514	23029	  0	  121	11515	  0	 7467	  342	  0	 9829	  367	  0	  205	10169	  0	  199	 8805	  0	12424	 1080	  0	 8966	  321	  0	  310	 5902	  0	  243	 4136	  0	 5435	  459	  0	 3425	  481	  0	  351	 4719	  0	  252	 3374	  0
1	1	11	 4	AI414497	313061	  324	  138	-50	  284	  104	-50	   93	  319	-50	  100	  297	-50	  473	  136	-50	  346	  138	-50	  118	  316	-50	   66	  267	-50	  281	  317	  0	  224	  260	  0	  172	  832	-50	   61	  528	-50	  199	  250	  0	  227	  262	-50	  101	  562	-50	  119	  524	-50	  834	  439	  0	  353	  143	  0	  216	  760	  0	  220	  667	  0	  645	  410	  0	  631	  454	  0	  175	  548	  0	  531	 1003	  0
1	1	12	 4	AI414500	313112	 4192	 5197	  0	 2534	 2978	  0	 3002	 3819	  0	 3487	 4062	  0	 3986	 4551	  0	 4452	 5614	  0	 4841	 4721	  0	  503	  740	  0	 2872	 3765	  0	 2349	 2562	  0	 6638	 4418	  0	 1819	 1766	  0	 2884	 2905	  0	 3088	 3031	  0	 3829	 3426	  0	 5089	 3768	  0	 3979	 4808	  0	 3442	 3427	  0	 3363	 3707	  0	 3392	 3750	  0	 3080	 4019	  0	 2542	 3356	  0	 3191	 3027	  0	 3246	 3399	  0
1	1	13	 4	AI414503	313136	  597	  582	  0	  555	  511	  0	  466	  854	  0	  542	  873	  0	  940	  750	  0	  927	  904	  0	  534	  867	  0	  170	  417	  0	  663	  695	  0	  481	  484	  0	  982	 1555	  0	  392	  847	  0	  475	  472	  0	  635	  618	  0	  423	  914	  0	  551	  967	  0	 1478	 1653	  0	  681	  633	  0	  501	  814	  0	  531	  844	  0	  797	  839	  0	  569	  603	  0	  710	  908	  0	  645	  942	  0
1	1	14	 4	AI414514	313305	  650	  262	  0	  553	  203	  0	  191	  754	  0	  153	  730	  0	  860	  217	  0	  883	  265	  0	  160	  709	  0	   71	  288	-50	  618	  409	  0	  594	  499	  0	  319	 1570	  0	   99	  749	  0	  442	  322	  0	  524	  286	  0	  154	  813	  0	  268	  948	  0	 1032	  499	  0	  729	  277	  0	  254	  661	  0	  305	  641	  0	  595	  444	  0	  341	  311	  0	  403	  689	  0	  443	  727	  0
1	1	15	 4	AI414519	313359	  580	  346	  0	  485	  315	  0	  258	  465	  0	  224	  409	  0	  654	  431	  0	  558	  375	  0	  190	  354	  0	   73	  286	-50	  299	  412	  0	  446	  512	  0	  304	  797	-50	   91	  548	-50	  285	  314	  0	  398	  434	  0	  253	  847	  0	  358	  797	  0	  811	  817	  0	  288	  250	  0	  371	  636	  0	  522	  862	  0	  205	  238	  0	  607	  517	  0	  719	  845	  0	  904	 1313	  0
1	1	16	 4	AI413194	349462	  360	  368	  0	  358	  361	  0	  277	  396	  0	  321	  445	  0	  559	  538	  0	  497	  586	  0	  385	  413	  0	  100	  284	-50	  341	  598	  0	  266	  374	  0	  734	 1035	  0	  254	  631	  0	  281	  409	  0	  357	  509	  0	  294	  691	  0	  422	  685	  0	 1361	 1901	  0	  349	  476	  0	  284	  518	  0	  558	  895	  0	  911	 1044	  0	  671	  673	  0	  483	  715	  0	  746	 1134	  0
1	1	17	 4	AI413200	349528	  298	  166	-50	  301	  158	-50	  372	  781	  0	  277	  454	  0	  936	  970	  0	  363	  239	  0	  503	  615	  0	   79	  289	-50	  358	  562	  0	  230	  273	-50	  955	 1000	  0	   70	  514	-50	  210	  232	-50	  519	  706	  0	   89	  463	-50	  503	  784	  0	 2249	 2716	  0	  227	  370	  0	  675	 1048	  0	 1091	 1665	  0	 1851	 2111	  0	 1386	 1350	  0	  873	 1011	  0	 1154	 1495	  0
1	1	18	 4	AI413204	349612	 2168	 1688	  0	 1967	 1427	  0	 1577	 3784	  0	 1946	 4303	  0	 4590	 2955	  0	 3633	 2668	  0	 2297	 4367	  0	  377	 1130	  0	 3005	 2091	  0	 1895	 1130	  0	 4335	 5534	  0	  874	 1818	  0	 1779	 1035	  0	 3177	 1673	  0	 1199	 2344	  0	 1887	 2913	  0	 6385	 5197	  0	 4762	 3144	  0	  933	 1734	  0	  843	 1633	  0	 1919	 1677	  0	 1073	  967	  0	  759	 1392	  0	  639	 1217	  0
1	1	19	 4	AI413212	349820	  801	  999	  0	  703	  764	  0	  780	  950	  0	  974	 1086	  0	 1241	 1188	  0	 1082	 1166	  0	 1279	 1183	  0	  124	  327	-50	  526	  646	  0	  442	  490	  0	 1114	 1431	  0	  113	  544	-50	  508	  541	  0	  468	  502	  0	  694	 1074	  0	 1039	 1150	  0	 1385	 1715	  0	  684	  542	  0	  686	  920	  0	  795	 1171	  0	 1046	 1147	  0	  807	  927	  0	 1107	 1257	  0	  939	 1123	  0
1	1	 1	 5	AI413220	349934	  355	  162	-50	  248	  115	-50	  148	  331	  0	  137	  349	  0	  411	  194	-50	  342	  200	  0	  136	  277	  0	   78	  278	-50	  343	  416	  0	  246	  296	  0	  203	  800	  0	   73	  473	-50	  205	  272	  0	  203	  222	-50	  184	  628	  0	  149	  505	-50	  612	  550	  0	  215	  176	  0	  324	  590	  0	  296	  536	  0	  810	  879	  0	  397	  334	  0	  763	 1031	  0	  700	 1033	  0
1	1	 2	 5	AI413227	350145	  473	  503	  0	  336	  370	  0	  404	  506	  0	  452	  561	  0	  603	  598	  0	  528	  624	  0	  313	  390	  0	  208	  354	  0	  424	  704	  0	  345	  474	  0	  563	  850	  0	  105	  460	-50	  288	  419	  0	  295	  424	  0	  321	  671	  0	  340	  604	  0	  780	 1044	  0	  446	  455	  0	  591	  820	  0	  415	  667	  0	 1031	 1131	  0	  846	  820	  0	  918	 1158	  0	  972	 1293	  0
1	1	 3	 5	AI415386	350693	  455	  164	  0	  325	  123	  0	  132	  504	  0	  150	  546	  0	  526	  193	  0	  503	  204	  0	  163	  483	  0	   74	  288	-50	  365	  370	  0	  309	  298	  0	  198	  966	  0	   63	  496	-50	  287	  294	  0	  312	  324	  0	  112	  622	  0	  195	  714	  0	  813	  566	  0	  563	  348	  0	  231	  556	  0	  256	  551	  0	  715	  642	  0	  495	  385	  0	  434	  762	  0	  508	  853	  0
1	1	 4	 5	AI415391	350772	 1017	  474	  0	  802	  354	  0	  365	 1285	  0	  423	 1441	  0	 1283	  594	  0	 1482	  756	  0	  468	 1227	  0	  161	  593	  0	 1107	  746	  0	  745	  482	  0	  792	 1725	  0	  262	  943	  0	  584	  358	  0	  844	  467	  0	  365	 1082	  0	  413	  995	  0	 1859	 1239	  0	 1181	  668	  0	  403	  899	  0	  466	  848	  0	  898	  742	  0	  638	  463	  0	  542	  925	  0	  658	 1021	  0
1	1	 5	 5	AI415396	350863	  604	  673	  0	  483	  469	  0	  539	  738	  0	  589	  644	  0	  727	  655	  0	  815	  978	  0	  461	  577	  0	  207	  419	  0	  572	  977	  0	  589	  688	  0	  987	 1246	  0	  470	  817	  0	  364	  425	  0	  584	  641	  0	  326	  620	  0	  559	  776	  0	 1070	 1472	  0	  476	  618	  0	  876	 1291	  0	  720	 1181	  0	  665	  885	  0	  613	  539	  0	  383	  577	  0	 1500	 1972	  0
1	1	 6	 5	AI415403	351123	 1449	 2184	  0	 1175	 1682	  0	 1739	 1924	  0	 2326	 2216	  0	 1745	 2385	  0	 2216	 3504	  0	 1899	 1817	  0	  487	  656	  0	 1493	 2576	  0	  929	 1438	  0	 3876	 2932	  0	  729	 1038	  0	 1238	 1610	  0	 1523	 2093	  0	 1440	 1545	  0	 1750	 1556	  0	 3176	 5809	  0	 1785	 2531	  0	  896	 1179	  0	  541	  706	  0	 1095	 1660	  0	  533	  843	  0	  623	  753	  0	  536	  648	  0
1	1	 7	 5	AI415416	351776	  755	  925	  0	  554	  565	  0	  692	  949	  0	  676	  894	  0	  833	  841	  0	  852	 1176	  0	  747	  848	  0	  150	  354	  0	  743	 1067	  0	  718	  884	  0	 1447	 1555	  0	  396	  736	  0	  451	  515	  0	  497	  546	  0	  283	  577	  0	  612	  921	  0	 2049	 2723	  0	  581	  686	  0	  802	 1147	  0	  492	  622	  0	  546	  736	  0	  848	  971	  0	  665	 1042	  0	  986	 1550	  0
1	1	 8	 5	AI415420	351781	  936	  736	  0	  698	  537	  0	  547	 1189	  0	  616	 1332	  0	 1074	  768	  0	 1089	  859	  0	  532	 1069	  0	  169	  478	  0	  924	  894	  0	  838	  761	  0	 1242	 1818	  0	  560	 1050	  0	  513	  468	  0	  706	  541	  0	  404	  917	  0	  546	 1001	  0	 2325	 2156	  0	 1027	  694	  0	  592	  980	  0	  439	  683	  0	  533	  539	  0	  370	  343	  0	  460	  726	  0	  733	 1243	  0
1	1	 9	 5	AI415629	353011	  838	  964	  0	  679	  743	  0	  624	 1235	  0	  770	 1388	  0	 1158	 1106	  0	 1040	 1133	  0	  718	 1221	  0	  390	  852	  0	  860	  907	  0	  589	  576	  0	 1490	 1827	  0	  650	 1052	  0	  484	  452	  0	  683	  583	  0	  421	  904	  0	  565	 1000	  0	 1441	 1895	  0	  821	  854	  0	  317	  628	  0	  346	  622	  0	  648	  773	  0	  436	  463	  0	  358	  598	  0	  411	  703	-50
1	1	10	 5	AI415639	353152	 1803	  363	  0	 1497	  266	  0	  258	 2816	  0	  291	 3036	  0	 2477	  413	  0	 2736	  432	  0	  302	 2700	  0	  137	 1297	  0	 1981	  592	  0	 1202	  410	  0	  583	 3690	  0	  188	 1899	  0	 1106	  298	  0	 1653	  340	  0	  206	 1699	  0	  266	 1639	  0	 3587	  843	  0	 2053	  356	  0	  217	 1056	  0	  325	  978	  0	 1286	  557	  0	  823	  347	  0	  401	 1111	  0	  481	 1098	  0
1	1	11	 5	AI415654	353250	  423	  502	  0	  372	  442	  0	  441	  550	  0	  456	  446	  0	  600	  649	  0	  502	  749	  0	  462	  513	  0	  177	  328	  0	  452	  731	  0	  382	  525	  0	 1049	 1087	  0	  477	  782	  0	  274	  392	  0	  363	  518	  0	  336	  648	  0	  368	  653	  0	  826	 1399	  0	  500	  624	  0	  290	  558	  0	  342	  625	  0	  494	  600	  0	  470	  468	  0	  413	  672	  0	  513	  825	  0
1	1	12	 5	AI415657	353337	  460	  431	  0	  381	  301	  0	  320	  513	  0	  355	  478	  0	  651	  520	  0	  693	  709	  0	  411	  515	  0	   94	  298	-50	  445	  637	  0	  326	  429	  0	  831	 1150	  0	  271	  610	  0	  317	  405	  0	  486	  648	  0	  301	  725	  0	  351	  737	  0	 1142	 1507	  0	  429	  453	  0	  529	 1039	  0	  512	  774	  0	  476	  527	  0	  654	  718	  0	  429	  652	  0	  948	 1430	  0
1	1	13	 5	AI415662	353379	  819	 1036	  0	  387	  304	  0	  431	  594	  0	  354	  486	  0	  657	  485	  0	  630	  699	  0	  345	  444	  0	  148	  382	  0	  370	  516	  0	  302	  329	  0	  636	 1007	  0	  354	  713	  0	  260	  291	  0	  304	  347	  0	  295	  687	  0	  356	  597	  0	  502	  848	  0	  292	  365	  0	  591	  855	  0	 1087	  998	  0	  613	  750	  0	  657	  573	  0	  314	  482	  0	 1664	 2236	  0
1	1	14	 5	AI415665	353421	  774	  958	  0	  693	  850	  0	  881	 1209	  0	  945	 1203	  0	 1110	 1350	  0	 1153	 1680	  0	  859	 1069	  0	  208	  407	  0	  747	 1031	  0	  651	  807	  0	 1671	 1736	  0	  525	  882	  0	  496	  543	  0	  689	  704	  0	  486	  895	  0	  697	 1018	  0	 1879	 2897	  0	  960	 1212	  0	  538	  743	  0	  698	 1031	  0	  706	  964	  0	  638	  677	  0	  444	  650	  0	  803	 1066	  0
1	1	15	 5	AI415704	354147	  642	  629	  0	  508	  464	  0	  457	  727	  0	  439	  710	  0	  786	  771	  0	  719	  797	  0	  472	  670	  0	  140	  345	  0	  490	  670	  0	  525	  594	  0	  870	 1272	  0	  313	  698	  0	  420	  445	  0	  483	  529	  0	  325	  766	  0	  491	  862	  0	  725	 1020	  0	  477	  550	  0	  182	  394	  0	  189	  345	  0	  460	  490	  0	  344	  369	  0	  252	  536	  0	  663	 1080	  0
1	1	16	 5	AI415707	354181	  407	  342	  0	  409	  314	  0	  260	  614	  0	  311	  648	  0	  770	 1058	  0	  705	 1060	  0	  697	  666	  0	  194	  344	  0	  480	  726	  0	  345	  473	  0	 1317	 1230	  0	  509	  693	  0	  299	  404	  0	  398	  489	  0	  317	  628	  0	  507	  753	  0	 1080	 1153	  0	  531	  493	  0	  263	  521	  0	  349	  617	  0	  541	  666	  0	  256	  314	  0	  317	  539	  0	  372	  664	  0
1	1	17	 5	AI415719	354377	 1286	 1236	  0	 1016	  889	  0	  665	 1150	  0	  682	 1121	  0	 1344	 1295	  0	  899	  929	  0	  664	  973	  0	  175	  381	  0	  633	  839	  0	  524	  633	  0	  959	 1647	  0	  250	  641	  0	  563	  607	  0	  621	  648	  0	  430	  988	  0	  828	 1339	  0	  932	 1256	  0	  519	  571	  0	  585	 1189	  0	  548	  974	  0	  705	  860	  0	  463	  545	  0	  354	  678	  0	  764	 1275	  0
1	1	18	 5	AI415723	354417	  763	 1248	  0	  723	 1046	  0	  857	 1185	  0	 1099	 1321	  0	 1365	 1816	  0	 1052	 1608	  0	  932	 1032	  0	  348	  564	  0	  954	 1331	  0	  643	  781	  0	 2735	 2001	  0	  911	  898	  0	  468	  510	  0	  725	  766	  0	  637	  890	  0	  987	 1048	  0	 1869	 3366	  0	 1296	 1919	  0	  598	  860	  0	  616	  833	  0	 1080	 1525	  0	  553	  726	  0	  542	  840	  0	  685	 1004	  0
1	1	19	 5	AI415726	354437	  471	  419	  0	  431	  357	  0	  243	  546	  0	  303	  594	  0	  675	  490	  0	  494	  354	  0	  328	  531	  0	  132	  347	  0	  406	  480	  0	  326	  381	  0	  621	 1153	  0	  148	  615	-50	  296	  312	  0	  429	  470	  0	  252	  677	  0	  364	  761	  0	 1069	 1447	  0	  579	  552	  0	  630	  958	  0	  622	 1053	  0	  986	  987	  0	  816	  742	  0	  435	  737	  0	  767	 1165	  0
1	1	 1	 6	AI415729	354459	  352	  394	  0	  257	  270	  0	  300	  364	  0	  385	  408	  0	  445	  441	  0	  388	  551	  0	  382	  334	  0	  161	  300	  0	  317	  594	  0	  274	  435	  0	  606	  795	  0	  161	  487	-50	  202	  301	  0	  217	  347	  0	  296	  587	  0	  310	  584	  0	 1005	 1456	  0	  450	  515	  0	  499	  750	  0	  445	  665	  0	 1180	 1210	  0	  401	  380	  0	  560	  868	  0	  700	 1127	  0
1	1	 2	 6	AI413895	406708	  486	  395	  0	  342	  272	  0	  333	  610	  0	  383	  662	  0	  633	  454	  0	  620	  558	  0	  326	  528	  0	  125	  362	  0	  456	  563	  0	  421	  423	  0	  518	 1000	  0	  168	  564	  0	  325	  357	  0	  345	  371	  0	  261	  645	  0	  316	  619	  0	  998	 1290	  0	  456	  434	  0	  647	  929	  0	  532	  710	  0	  825	  892	  0	  384	  320	  0	  597	  806	  0	 1235	 1440	  0
1	1	 3	 6	AI413899	406754	  615	  601	  0	  504	  420	  0	  550	  924	  0	  596	  911	  0	  734	  530	  0	  891	  774	  0	  720	  938	  0	  262	  563	  0	  771	  946	  0	  825	  804	  0	 1340	 1573	  0	  440	  753	  0	  499	  488	  0	  583	  582	  0	  318	  727	  0	  575	  888	  0	  999	 1270	  0	  564	  578	  0	  645	  921	  0	  423	  549	  0	  410	  544	  0	  355	  388	  0	  710	  941	  0	  498	  721	  0
1	1	 4	 6	AI413901	406782	  571	  267	  0	  329	  142	-50	  340	  585	  0	  124	  350	-50	  516	  244	  0	  468	  351	  0	  181	  337	  0	   58	  213	-50	  575	  715	  0	  670	  744	  0	  516	 1067	  0	  147	  680	  0	  370	  445	  0	  237	  273	  0	  113	  478	-50	  344	  667	  0	  760	  871	  0	  153	  163	  0	  626	 1050	  0	  420	  732	  0	   96	  127	-50	  682	  649	  0	  796	  942	  0	  902	 1244	  0
1	1	 5	 6	AI413911	406883	  293	  107	-50	  239	   81	-50	  103	  352	  0	   96	  290	-50	  359	  111	-50	  288	  140	  0	  134	  277	  0	   72	  264	  0	  295	  384	  0	  397	  407	  0	  212	  787	  0	  121	  572	  0	  225	  308	  0	  266	  319	  0	   77	  436	-50	   99	  437	-50	  763	  768	  0	  200	  164	  0	  337	  656	  0	  263	  667	  0	  384	  535	  0	  878	  829	  0	  680	  982	  0	  892	 1048	  0
1	1	 6	 6	AI413915	406972	 1852	 2386	  0	 1289	 1795	  0	 2207	 2976	  0	 2559	 3075	  0	 2221	 2432	  0	 2441	 3141	  0	 1947	 2225	  0	  851	 1288	  0	 2801	 3662	  0	 1815	 2097	  0	 5137	 3786	  0	 1642	 1665	  0	 1289	 1140	  0	 1739	 1656	  0	 1349	 1549	  0	 2054	 1922	  0	 3028	 5328	  0	 1955	 2355	  0	 1129	 1680	  0	 1029	 1333	  0	 1450	 2096	  0	 1034	 1368	  0	 1097	 1151	  0	  897	 1306	  0
